cell	devTime	raw_annotation	pred_annotation	sub_pred_annotation	prediction_score_max	pred_psdt	proj_UMAP_1	proj_UMAP_2
E3.51.3420	E3	8 cell	8 cell	8 cell	0.997198557370007	NA	-3.72032642364502	-10.3223037719727
E3.51.3421	E3	8 cell	8 cell	8 cell	0.998402898200812	NA	-3.70944547653198	-10.9004602432251
E3.51.3422	E3	8 cell	8 cell	8 cell	0.998256414655173	NA	-3.69722509384155	-10.7963075637817
E3.51.3423	E3	8 cell	8 cell	8 cell	0.995702824465076	NA	-3.60276055335999	-10.1337881088257
E3.51.3425	E3	8 cell	8 cell	8 cell	0.996625251656165	NA	-3.6530876159668	-10.5171232223511
E3.51.3426	E3	8 cell	8 cell	8 cell	0.997693629226669	NA	-3.63499236106873	-10.4143466949463
E3.52.3428	E3	8 cell	8 cell	8 cell	0.99892152265468	NA	-3.69867444038391	-11.0853824615479
E3.52.3429	E3	8 cell	8 cell	8 cell	0.999847650696168	NA	-3.87434506416321	-11.2519245147705
E3.52.3430	E3	8 cell	8 cell	8 cell	0.997917246824356	NA	-3.64745712280273	-10.8063917160034
E3.52.3431	E3	8 cell	8 cell	8 cell	0.996808752469065	NA	-3.6652626991272	-10.8478145599365
E3.52.3432	E3	8 cell	8 cell	8 cell	0.999770897591008	NA	-3.8301055431366	-11.224630355835
E3.52.3433	E3	8 cell	8 cell	8 cell	0.997791413680319	NA	-3.69177055358887	-10.9633378982544
E3.52.3434	E3	8 cell	8 cell	8 cell	0.994519098786181	NA	-3.68909955024719	-10.8106107711792
E3.53.3435	E3	8 cell	8 cell	8 cell	0.998194274245468	NA	-3.70448708534241	-10.8701839447021
E3.53.3436	E3	8 cell	8 cell	8 cell	0.997202529223464	NA	-3.71367621421814	-10.8468999862671
E3.53.3437	E3	8 cell	8 cell	8 cell	0.996048876991351	NA	-3.72605752944946	-10.8848400115967
E3.53.3438	E3	8 cell	8 cell	8 cell	0.997517778342399	NA	-3.76360249519348	-11.0203123092651
E4.10.1219	E4	Morula	Morula	Morula	0.99596291220599	6.13080918641237	-2.29887175559998	-7.81010007858276
E4.10.1221	E4	Morula	Morula	Morula	0.999707824935487	5.83189959226297	-2.23091816902161	-7.82479095458984
E4.10.1223	E4	Morula	Morula	Morula	0.830036162692551	4.98368865026124	-3.04138851165771	-8.71570491790771
E4.10.1225	E4	Morula	Morula	Morula	0.983613857721256	5.31219940065308	-2.81789565086365	-7.99566125869751
E4.10.1227	E4	Morula	Morula	Morula	0.987380083675255	5.37501082029606	-2.92753386497498	-7.93606328964233
E4.10.1228	E4	Morula	Ambiguous	Ambiguous	0.297557850575733	NA	-2.99327087402344	-9.25589275360107
E4.10.1229	E4	Morula	Morula	Morula	0.506818142002889	4.92797480584686	-2.96861743927002	-8.98021221160889
E4.10.1230	E4	Morula	8 cell	8 cell	0.999851343324112	NA	-3.5820324420929	-11.3656949996948
E4.10.1231	E4	Morula	Morula	Morula	0.639413069846785	4.95760654832565	-3.04661798477173	-8.76188945770264
E4.10.1232	E4	Morula	Morula	Morula	0.984230445015959	5.1188504606414	-3.18251323699951	-8.562575340271
E4.10.1233	E4	Morula	Morula	Morula	0.897585058055072	4.93901536354028	-3.31031918525696	-8.56972789764404
E4.2.10	E4	Morula	Ambiguous	Ambiguous	0.34974693244408	NA	-3.17533111572266	-8.94431591033936
E4.2.13	E4	Morula	8 cell	8 cell	0.954473526704226	NA	-3.28981614112854	-8.99784183502197
E4.24_5_0_4.12	E4	Morula	Morula	Morula	0.958903089712349	5.88246053717408	-3.02009725570679	-7.14373445510864
E4.24_5_0_4.7	E4	Morula	Morula	Morula	0.950936848011114	5.09142788322135	-3.75620460510254	-7.71668386459351
E4.31_5_1.10	E4	Morula	Morula	Morula	0.978587388186773	5.1951380761656	-2.77854895591736	-8.09766101837158
E4.31_5_1.11	E4	Morula	Morula	Morula	0.985526972179542	5.30466044976293	-2.6973032951355	-8.32839012145996
E4.31_5_1.12	E4	Morula	Morula	Morula	0.968216313693619	5.27388601625062	-2.54004693031311	-8.22782707214355
E4.31_5_1.3	E4	Morula	Morula	Morula	0.986123597001139	5.10754011030696	-3.09575819969177	-8.33918285369873
E4.31_5_1.4	E4	Morula	Morula	Morula	0.971339511960967	5.26363612315708	-2.85497522354126	-7.93155717849731
E4.31_5_1.9	E4	Morula	Morula	Morula	0.992021370588593	5.29726629442538	-2.65371012687683	-8.36329460144043
E4.3.472	E4	Morula	Morula	Morula	0.875364176223583	5.31307089939754	-2.85105776786804	-8.07616138458252
E4.3.473	E4	Morula	Morula	Morula	0.989714330062212	5.2905441602688	-3.27075624465942	-7.65851879119873
E4.3.476	E4	Morula	Morula	Morula	0.917699853762193	5.33607612031882	-3.01401329040527	-7.78530025482178
E4.3.478	E4	Morula	Morula	Morula	0.942757279144791	5.35619343489787	-3.14004302024841	-7.85611963272095
E4.3.479	E4	Morula	Morula	Morula	0.963633553426811	5.1114363095494	-3.56536221504211	-7.85808801651001
E4.3.480	E4	Morula	Morula	Morula	0.989776195708594	5.00460354607192	-3.58690500259399	-7.86324214935303
E4.3.481	E4	Morula	8 cell	8 cell	0.997707373483126	NA	-3.59696221351624	-11.1037340164185
E4.3.482	E4	Morula	Morula	Morula	0.991730820500618	5.37357501031702	-3.22465419769287	-7.64984512329102
E4.3.484	E4	Morula	Morula	Morula	0.980183679134581	5.41057336734813	-3.29782795906067	-7.46451997756958
E4.3.485	E4	Morula	Morula	Morula	0.960735652346421	5.30311117989808	-3.08189749717712	-7.52128648757935
E4.3.486	E4	Morula	8 cell	8 cell	0.997422839763396	NA	-3.58985924720764	-10.7042675018311
E4.3.487	E4	Morula	Morula	Morula	0.858783085360949	5.27230375640117	-3.32810688018799	-7.77568054199219
E4.3.488	E4	Morula	Morula	Morula	0.875489020714546	5.40167349706642	-3.51100397109985	-7.54920482635498
E4.3.489	E4	Morula	Morula	Morula	0.979950297267762	5.35619343489787	-2.9443531036377	-7.97684383392334
E4.3.490	E4	Morula	Morula	Morula	0.997797609869828	4.99352483914614	-3.28293013572693	-7.9617600440979
E4.3.491	E4	Morula	Morula	Morula	0.860232970344031	4.99931846005848	-3.7873158454895	-7.72119426727295
E4.4.492	E4	Morula	Morula	Morula	0.718626289460009	5.5706723845132	-2.99108147621155	-7.34429597854614
E4.4.493	E4	Morula	Morula	Morula	0.931511359732958	5.5706723845132	-2.96170496940613	-7.49465131759644
E4.4.494	E4	Morula	Morula	Morula	0.937740910554785	5.84150648368106	-3.06605958938599	-7.22020292282104
E4.4.495	E4	Morula	Morula	Morula	0.887180720771473	5.47271976882471	-2.76090741157532	-7.51897954940796
E4.4.496	E4	Morula	Morula	Morula	0.748379402214312	5.7881766664989	-3.00365567207336	-7.30372190475464
E4.4.497	E4	Morula	Morula	Morula	0.82523163974127	5.47271976882471	-3.3134069442749	-7.58631086349487
E4.4.498	E4	Morula	Ambiguous	Ambiguous	0.488406137020722	NA	-3.19429993629456	-7.43325471878052
E4.4.499	E4	Morula	Morula	Morula	0.746863754059563	5.61763463556121	-3.251868724823	-7.53268384933472
E4.4.500	E4	Morula	Morula	Morula	0.816015555373529	5.74665815311682	-3.1772313117981	-7.46981287002563
E4.4.501	E4	Morula	Morula	Morula	0.971990246266663	5.55326951815886	-3.57768130302429	-7.47144079208374
E4.4.502	E4	Morula	Morula	Morula	0.808725982057454	5.5706723845132	-3.16734910011292	-7.38620853424072
E4.4.504	E4	Morula	Morula	Morula	0.730657862682518	5.39934909776509	-3.11577677726746	-7.46721267700195
E4.4.505	E4	Morula	Morula	Morula	0.680276187327326	5.37440014883141	-3.32707929611206	-7.38762283325195
E4.4.506	E4	Morula	Morula	Morula	0.952187840264665	5.51555324292562	-3.08849024772644	-7.4164662361145
E4.4.507	E4	Morula	Morula	Morula	0.908292685243016	5.53555460592642	-3.29222512245178	-7.23260021209717
E4.4.508	E4	Morula	Morula	Morula	0.826188487348398	5.78717029125774	-3.05811047554016	-7.4096999168396
E4.4.509	E4	Morula	Morula	Morula	0.93743592142933	5.48300954833713	-2.87780904769897	-7.38812351226807
E4.5.510	E4	Morula	Morula	Morula	0.768815713821174	5.36607310243347	-3.21104621887207	-7.52244234085083
E4.5.511	E4	Morula	Morula	Morula	0.663433842102057	5.38070744730748	-3.14762330055237	-7.66452693939209
E4.5.512	E4	Morula	Morula	Morula	0.951779357211983	5.18868984178478	-3.5183436870575	-7.93798732757568
E4.5.513	E4	Morula	Morula	Morula	0.993791398379181	5.2579173153669	-3.5236554145813	-7.8680591583252
E4.5.514	E4	Morula	Morula	Morula	0.937264541036686	5.37241594904805	-3.37901878356934	-7.50508213043213
E4.5.515	E4	Morula	Morula	Morula	0.9285074807904	5.16185932754586	-3.69867944717407	-7.64574432373047
E4.5.517	E4	Morula	Morula	Morula	0.832681653555886	5.37241594904805	-3.21366262435913	-7.49328470230103
E4.5.518	E4	Morula	Morula	Morula	0.978224405282349	5.35255170294486	-3.50014781951904	-7.62030076980591
E4.5.520	E4	Morula	Morula	Morula	0.779237445497873	5.35255170294486	-3.44758868217468	-7.5396294593811
E4.5.521	E4	Morula	Morula	Morula	0.943869297226055	5.42008859147468	-3.39488244056702	-7.3820915222168
E4.5.522	E4	Morula	Morula	Morula	0.660466194171721	5.40641349578841	-3.34335708618164	-7.47950267791748
E4.5.523	E4	Morula	Morula	Morula	0.945219797927244	5.35255170294486	-3.15483665466309	-7.61613321304321
E4.5.524	E4	Morula	Morula	Morula	0.908793754126249	5.30853563416304	-3.40450644493103	-7.60354375839233
E4.5.525	E4	Morula	Morula	Morula	0.92898567415858	5.37454711190842	-2.86968231201172	-7.7551531791687
E4.5.526	E4	Morula	Morula	Morula	0.919399509763616	5.52227428400547	-3.1908061504364	-7.36541604995728
E4.6.610	E4	Morula	Morula	Morula	0.955100210200223	9.13911309242344	0.362681597471237	-5.6921215057373
E4.6.613	E4	Morula	Morula	Morula	0.999907426671201	9.03963258551773	0.372850328683853	-5.93325281143188
E4.6.614	E4	Morula	Morula	Morula	0.999786119377525	8.83491793551098	-0.14154289662838	-6.07016658782959
E4.6.616	E4	Morula	Ambiguous	Ambiguous	0.314190752768855	NA	-3.1568706035614	-11.1425323486328
E4.6.625	E4	Morula	Morula	Morula	0.999999212850551	9.09482466228846	0.315604120492935	-6.13091993331909
E4.6.627	E4	Morula	Morula	Morula	0.831820182782285	8.78940122145787	-0.562055706977844	-6.30942535400391
E4.7.642	E4	Morula	Prelineage	Prelineage	0.913109868607454	9.76702388405666	1.23247623443604	-5.36595582962036
E4.7.643	E4	Morula	Prelineage	Prelineage	0.974653276580691	9.65863350010815	0.98524397611618	-5.35648202896118
E4.7.644	E4	Morula	Morula	Morula	0.504330592319914	9.35227454580413	0.417253524065018	-5.40385389328003
E4.7.645	E4	Morula	Prelineage	Prelineage	0.825728750006172	9.72223169088161	0.970385849475861	-5.66989326477051
E4.7.646	E4	Morula	Morula	Morula	0.962093463560993	7.81168825890034	-3.10293650627136	-7.08507871627808
E4.7.647	E4	Morula	Morula	Morula	0.913942244606273	9.11241556997603	-2.60897922515869	-6.94162082672119
E4.8.1171	E4	Morula	Morula	Morula	0.996408483952089	5.18255264224418	-3.55909037590027	-7.58249855041504
E4.8.1172	E4	Morula	Morula	Morula	0.984473536668828	5.20425753391473	-3.48967528343201	-8.12423038482666
E4.8.1173	E4	Morula	Morula	Morula	0.871338331126643	6.25212653480988	-2.31531047821045	-7.63965892791748
E4.8.1175	E4	Morula	Morula	Morula	0.879975421117635	5.73911799770127	-2.74970579147339	-7.6601619720459
E4.8.1177	E4	Morula	Morula	Morula	0.89204754633164	6.32122844368109	-2.39662909507751	-7.52357816696167
E4.8.1178	E4	Morula	Morula	Morula	0.67615308854023	6.46288519223032	-2.34509587287903	-7.37668037414551
E4.8.1179	E4	Morula	Morula	Morula	0.620736499873174	6.19843722223901	-2.53225803375244	-7.43705272674561
E4.8.1180	E4	Morula	Morula	Morula	0.932267133928511	5.59424924547748	-3.24894738197327	-7.71084070205688
E4.8.1181	E4	Morula	Morula	Morula	0.907567031906121	5.78126442533324	-2.82331848144531	-7.5637526512146
E4.8.1182	E4	Morula	Morula	Morula	0.729185010742054	6.09345271006384	-2.52424454689026	-7.46766185760498
E4.8.1183	E4	Morula	Morula	Morula	0.849445805205647	6.18189902953688	-2.30052542686462	-7.45184087753296
E4.8.1184	E4	Morula	Morula	Morula	0.825490086038914	6.08614966626175	-2.35324716567993	-7.47459745407104
E4.8.1185	E4	Morula	Morula	Morula	0.901033967322475	5.99147536053074	-2.27220129966736	-7.45397090911865
E4.8.1187	E4	Morula	Morula	Morula	0.876080114037486	5.68877712637829	-2.51513504981995	-7.67872476577759
E4.8.1188	E4	Morula	Morula	Morula	0.769344201136513	5.58033665503313	-2.92984127998352	-7.80822372436523
E4.8.1189	E4	Morula	Morula	Morula	0.953272710087067	5.52996993642575	-2.57443928718567	-7.73787355422974
E4.8.1190	E4	Morula	Morula	Morula	0.83295403588504	6.05739035934571	-2.46514868736267	-7.59696102142334
E4.8.1191	E4	Morula	Morula	Morula	0.815204323318413	5.92964595015626	-2.48898601531982	-7.59287548065186
E4.8.1192	E4	Morula	Morula	Morula	0.55012856876437	5.60011563232779	-2.56781339645386	-7.67543125152588
E4.8.1193	E4	Morula	Morula	Morula	0.936965552024823	5.68877712637829	-2.56572580337524	-7.6567006111145
E4.8.1194	E4	Morula	Morula	Morula	0.812468733779748	5.69991415283268	-2.55474805831909	-7.61773824691772
E4.9.1195	E4	Morula	Morula	Morula	0.995796689826051	5.05912453217168	-2.64512157440186	-8.3357515335083
E4.9.1197	E4	Morula	Morula	Morula	0.697673286374089	5.92367493165022	-2.58669447898865	-7.58746910095215
E4.9.1200	E4	Morula	Ambiguous	Ambiguous	0.43119244287633	NA	-2.64977312088013	-7.4502329826355
E4.9.1202	E4	Morula	Morula	Morula	0.968845233352333	6.20584731223286	-2.20215630531311	-7.67096185684204
E4.9.1203	E4	Morula	Morula	Morula	0.863337695391611	6.22005486485149	-2.30862379074097	-7.45776224136353
E4.9.1204	E4	Morula	Morula	Morula	0.951732272891213	6.25918689067329	-2.36394190788269	-7.62178754806519
E4.9.1206	E4	Morula	Morula	Morula	0.999998140525516	6.33831472963402	-1.78394365310669	-7.7272572517395
E4.9.1207	E4	Morula	Morula	Morula	0.999991225332932	5.59187018071573	-2.12846994400024	-8.0723876953125
E4.9.1208	E4	Morula	Morula	Morula	0.999978675771387	5.96342876190743	-2.01593542098999	-7.74458885192871
E4.9.1209	E4	Morula	Morula	Morula	0.990974291635881	5.45794566616696	-2.46128559112549	-7.88073968887329
E4.9.1210	E4	Morula	Morula	Morula	0.945010087515054	5.16450832020518	-3.40385460853577	-7.6552209854126
E4.9.1211	E4	Morula	Morula	Morula	0.999960290291222	6.40660587399043	-1.90717303752899	-7.67039632797241
E4.9.1212	E4	Morula	Morula	Morula	0.999827389387811	6.32638864989443	-2.00273895263672	-7.78753519058228
E4.9.1213	E4	Morula	Morula	Morula	0.871969690580882	5.70474726224124	-2.58140468597412	-7.54524517059326
E4.9.1214	E4	Morula	Morula	Morula	0.998367435386759	6.38844182349226	-1.94862413406372	-7.69680833816528
E4.9.1215	E4	Morula	Morula	Morula	0.999995145887787	6.2644591533151	-2.03946137428284	-7.74873971939087
E4.9.1217	E4	Morula	Morula	Morula	0.620771187683365	4.87126477829879	-2.96315693855286	-9.12047004699707
E4.9.1218	E4	Morula	Morula	Morula	0.989889153054512	5.04868706170331	-3.79586625099182	-7.8493766784668
E4.late.33.3157	E4	Morula	Morula	Morula	0.854129255335003	7.12664980599288	-2.45287322998047	-7.04103088378906
E4.late.33.3158	E4	Morula	Morula	Morula	0.881777495975492	7.83774485392711	-1.59809184074402	-6.98750877380371
E4.late.33.3159	E4	Morula	Morula	Morula	0.949708917906963	7.04681521670634	-2.60671591758728	-7.10985040664673
E4.late.33.3160	E4	Morula	Morula	Morula	0.913676102036002	7.78981706129386	-1.85197055339813	-6.96079683303833
E4.late.33.3161	E4	Morula	Morula	Morula	0.847233573191658	7.81044886287026	-2.28578066825867	-7.01191902160645
E4.late.33.3162	E4	Morula	Morula	Morula	0.82460325529942	7.76910429991631	-2.33284425735474	-6.92124938964844
E4.late.33.3163	E4	Morula	Morula	Morula	0.892377348409141	5.98342598646397	-2.84620809555054	-7.16671562194824
E4.late.33.3164	E4	Morula	Morula	Morula	0.9785020418661	5.85402648124477	-3.12047743797302	-7.09829616546631
E4.late.33.3165	E4	Morula	Morula	Morula	0.818255431853355	7.81044886287026	-2.35069584846497	-7.0637149810791
E4.late.33.3166	E4	Morula	Morula	Morula	0.916981490762874	7.05436936090481	-2.35512781143188	-7.05208158493042
E4.late.34.3171	E4	Morula	Morula	Morula	0.999999891992391	9.00722327306759	0.166261270642281	-6.1487832069397
E4.late.34.3173	E4	Morula	Ambiguous	Ambiguous	0.251517665690636	NA	0.763759434223175	-5.63854217529297
E4.late.34.3174	E4	Morula	Morula	Morula	0.999989440495954	9.00722327306759	0.349199026823044	-6.10748291015625
E4.late.34.3175	E4	Morula	Morula	Morula	0.999999897827925	8.44892522152467	0.0316110663115978	-6.19482517242432
E4.late.34.3176	E4	Morula	Prelineage	Prelineage	0.676579708779506	9.32811127093829	0.782837748527527	-5.99304294586182
E4.late.34.3178	E4	Morula	Ambiguous	Ambiguous	0.0840531217990667	NA	-2.94313430786133	-11.0524454116821
E4.late.34.3179	E4	Morula	Morula	Morula	0.698130293072004	9.16114584423815	0.553325772285461	-5.44283533096313
E4.late.34.3180	E4	Morula	Morula	Morula	0.999998573519426	9.00722327306759	0.1867815554142	-6.15268754959106
E4.late.34.3183	E4	Morula	Morula	Morula	0.999999013134078	8.99487293418013	0.216017752885818	-6.11694765090942
E4.late.34.3185	E4	Morula	Morula	Morula	0.992385421681289	9.11846967953626	0.20371513068676	-5.65936374664307
E4.late.34.3186	E4	Morula	Morula	Morula	0.983146692150008	9.11846967953626	0.401492953300476	-5.84453439712524
E4.late.34.3188	E4	Morula	Morula	Morula	0.796666920022965	9.05433835126526	0.579307556152344	-5.74726676940918
E4.late.34.3189	E4	Morula	Morula	Morula	0.997946194803419	8.83491793551098	0.0261433273553848	-5.94797468185425
E4.late.34.3190	E4	Morula	Morula	Morula	0.988070003722106	9.15634498040702	0.355530381202698	-5.768479347229
E4.late.34.3191	E4	Morula	Morula	Morula	0.99686044978678	8.83491793551098	0.0594126246869564	-5.88824892044067
E4.late.35.3197	E4	Morula	Morula	Morula	0.974162630321677	5.8324179854559	-3.06993746757507	-7.12104892730713
E4.late.35.3199	E4	Morula	Morula	Morula	0.813981852118577	5.66892624264875	-2.96406269073486	-7.35343170166016
E4.late.35.3200	E4	Morula	Morula	Morula	0.963698579102524	5.94294835408351	-3.0252730846405	-7.22425603866577
E4.late.35.3201	E4	Morula	Morula	Morula	0.987896264753649	5.50363223636278	-3.2102165222168	-7.21159648895264
E4.late.35.3202	E4	Morula	Morula	Morula	0.991958018455217	5.51269954363573	-3.52844500541687	-7.50078392028809
E4.late.35.3203	E4	Morula	Morula	Morula	0.974370588227886	5.68718307236069	-3.3098623752594	-7.31325387954712
E4.late.35.3204	E4	Morula	Morula	Morula	0.98696118260612	5.77747384757175	-3.08705425262451	-7.13229179382324
E4.late.35.3205	E4	Morula	Morula	Morula	0.979540060780046	5.89559396074108	-2.99628853797913	-7.24043083190918
E4.late.35.3208	E4	Morula	Morula	Morula	0.955158305275185	5.37992602583273	-3.26451253890991	-7.53510141372681
E4.late.35.3209	E4	Morula	Morula	Morula	0.781577458091716	5.51269954363573	-3.51160359382629	-7.42024230957031
E4.late.35.3212	E4	Morula	Morula	Morula	0.976562537219957	5.51269954363573	-3.50971102714539	-7.29932737350464
E5.15.1820	E5	Prelineage	Ambiguous	Ambiguous	0.180765813809352	NA	0.74161285161972	-4.4796895980835
E5.15.1823	E5	Prelineage	Prelineage	Prelineage	0.855321451647754	9.70913703286778	0.725603699684143	-5.02781343460083
E5.15.1825	E5	Prelineage	Morula	Morula	0.992363200544474	8.93303530757945	0.122020781040192	-5.73681974411011
E5.15.1826	E5	Prelineage	Prelineage	Prelineage	0.988165618122095	9.74560580239481	1.06473612785339	-4.91402721405029
E5.15.1827	E5	Prelineage	Prelineage	Prelineage	0.987253247405684	9.73847030541974	0.824539184570312	-4.83098983764648
E5.15.1828	E5	Prelineage	Prelineage	Prelineage	0.986234478925946	9.74560580239481	0.969431638717651	-4.83820581436157
E5.15.1829	E5	Prelineage	Prelineage	Prelineage	0.977366472947291	9.7220769060385	0.807097971439362	-4.88813018798828
E5.15.1830	E5	Prelineage	Prelineage	Prelineage	0.99000006461657	9.78249450191277	0.566322267055511	-4.90309429168701
E5.15.1831	E5	Prelineage	Prelineage	Prelineage	0.994921108693472	9.70524560531091	1.07129335403442	-4.94243335723877
E5.15.1834	E5	Prelineage	Prelineage	Prelineage	0.993007684140378	9.7351886187716	0.937528729438782	-4.91163539886475
E5.15.1835	E5	Prelineage	Prelineage	Prelineage	0.999327817868257	9.76628824296755	1.59200751781464	-4.99592638015747
E5.15.1838	E5	Prelineage	Prelineage	Prelineage	0.995986763164766	9.76615294220547	1.51212763786316	-5.20327472686768
E5.15.1839	E5	Prelineage	Prelineage	Prelineage	0.999680565204624	9.80458191492702	1.72965145111084	-5.27716255187988
E5.15.1840	E5	Prelineage	Prelineage	Prelineage	0.990445698965727	9.80458191492702	1.67410528659821	-5.26783752441406
E5.15.1843	E5	Prelineage	Prelineage	Prelineage	0.994925253232128	9.80458191492702	1.62446022033691	-5.25610256195068
E5.15.1845	E5	Prelineage	Prelineage	Prelineage	0.999301625022556	9.78634333281884	1.62045288085938	-5.32817506790161
E5.38.3255	E5	ICM	ICM	ICM	0.717282652166696	10.5931284720991	0.173832297325134	-3.5923171043396
E5.38.3256	E5	Prelineage	Prelineage	Prelineage	0.988506821544562	9.83740226228984	1.18890905380249	-4.79477596282959
E5.41.3305	E5	Prelineage	Prelineage	Prelineage	0.855604923539835	9.93909232524317	2.7555513381958	-6.03112840652466
E5.41.3306	E5	Prelineage	Prelineage	Prelineage	0.920386561862323	10.0029675869699	3.16530013084412	-5.41575622558594
E5.41.3307	E5	Prelineage	Prelineage	Prelineage	0.999774087851798	9.99455888368074	3.39867734909058	-5.73620271682739
E5.41.3308	E5	TE	TE	TE	0.558838015579193	10.9647480653959	3.66143131256104	-5.63547563552856
E5.41.3309	E5	Prelineage	Prelineage	Prelineage	0.997561252582577	9.97919103105357	3.26880574226379	-5.84608697891235
E5.41.3310	E5	TE	TE	TE	0.927225687866105	10.8878732253604	3.31868624687195	-5.70556974411011
E5.41.3317	E5	Prelineage	Prelineage	Prelineage	0.995900303690201	9.94165449054979	3.26289343833923	-5.95913028717041
E5.41.3318	E5	Prelineage	Prelineage	Prelineage	0.964783640541102	9.94441704973018	3.06776762008667	-5.69536161422729
E5.41.3321	E5	Prelineage	Prelineage	Prelineage	0.999856528379151	9.92646590787343	2.62050175666809	-5.80931043624878
E5.41.3322	E5	Prelineage	Prelineage	Prelineage	0.9935917529801	9.98049315777215	3.21798944473267	-5.88695096969604
E5.41.3323	E5	Prelineage	Prelineage	Prelineage	0.99674426577625	9.94964280436343	3.11279964447021	-6.01945829391479
E5.41.3324	E5	Prelineage	Prelineage	Prelineage	0.999320469395493	9.90645103813076	2.51776051521301	-5.7242283821106
E5.41.3325	E5	Prelineage	Prelineage	Prelineage	0.999798008533039	9.90645103813076	2.43089556694031	-5.68407154083252
E5.41.3326	E5	Prelineage	Prelineage	Prelineage	0.999246613486297	9.90645103813076	2.56196403503418	-5.7739953994751
E5.41.3327	E5	Prelineage	Prelineage	Prelineage	0.999713583520259	9.94300294234247	3.19970512390137	-5.93702840805054
E5.41.3328	E5	TE	Prelineage	Prelineage	0.977778009095605	10.0491515160913	3.49218153953552	-5.70942163467407
E5.42.3329	E5	Prelineage	Prelineage	Prelineage	0.999782298709786	9.79315147407309	2.41807103157043	-5.5106258392334
E5.42.3330	E5	Prelineage	Prelineage	Prelineage	0.863917275592168	9.90395378327845	2.80160593986511	-5.96734046936035
E5.42.3331	E5	Prelineage	Prelineage	Prelineage	0.99979309295185	10.0460718505884	3.11742877960205	-5.62642812728882
E5.42.3332	E5	Prelineage	Prelineage	Prelineage	0.999534346246191	9.90686158916514	2.75427317619324	-5.74445056915283
E5.42.3333	E5	Prelineage	Prelineage	Prelineage	0.923592175152842	9.9259477392011	3.12910032272339	-6.00922966003418
E5.42.3334	E5	Prelineage	Prelineage	Prelineage	0.999806417628692	9.88554581922148	3.04525637626648	-5.95619916915894
E5.42.3335	E5	Prelineage	Prelineage	Prelineage	0.99747727831416	9.90395378327845	2.63854002952576	-5.76889514923096
E5.42.3336	E5	Prelineage	Prelineage	Prelineage	0.877170512485215	9.86294259744114	2.46662974357605	-5.8174033164978
E5.42.3337	E5	Prelineage	Prelineage	Prelineage	0.999528925263374	10.0645637782817	2.52551436424255	-5.51062870025635
E5.42.3340	E5	Prelineage	Prelineage	Prelineage	0.999859901636752	10.0338460887163	2.86991453170776	-5.48972606658936
E5.43.3343	E5	Prelineage	Prelineage	Prelineage	0.981770629289066	9.89129652922822	3.01526665687561	-5.37738656997681
E5.43.3347	E5	Prelineage	Prelineage	Prelineage	0.999968180574327	9.62477624985813	2.06860899925232	-5.69069576263428
E5.43.3348	E5	Prelineage	Prelineage	Prelineage	0.999325107080521	9.90258889062523	3.01202654838562	-5.99985837936401
E5.43.3349	E5	Prelineage	Prelineage	Prelineage	0.632947289952444	9.58211055073249	1.95560705661774	-5.80745506286621
E5.43.3350	E5	Prelineage	Prelineage	Prelineage	0.999757999036306	9.84603256063357	2.55893540382385	-5.80703163146973
E5.43.3352	E5	Prelineage	Prelineage	Prelineage	0.99932704205506	9.88931513884603	3.08628344535828	-6.07401847839355
E5.43.3353	E5	Prelineage	Prelineage	Prelineage	0.952479287856405	9.86391504656154	2.68139314651489	-5.99695014953613
E5.43.3355	E5	Prelineage	Prelineage	Prelineage	0.940955122195813	9.86174139366115	2.73045253753662	-5.7991828918457
E5.43.3356	E5	Prelineage	Prelineage	Prelineage	0.833237878036133	9.86666978720331	2.68864727020264	-5.76634359359741
E5.43.3357	E5	Prelineage	Prelineage	Prelineage	0.818182406228072	9.86847186913395	2.85635566711426	-5.96713018417358
E5.43.3358	E5	Prelineage	Prelineage	Prelineage	0.999997750835394	10.0594269552541	3.30290174484253	-5.82232046127319
E5.43.3360	E5	Prelineage	Prelineage	Prelineage	0.999995820577759	10.0530430988558	3.37503814697266	-5.8023853302002
E5.43.3361	E5	Prelineage	Prelineage	Prelineage	0.999411192342716	10.0594269552541	3.39740943908691	-6.02886772155762
E5.43.3362	E5	Prelineage	Prelineage	Prelineage	0.999950983080433	10.0508409248998	3.38760375976562	-6.00751447677612
E5.43.3363	E5	Prelineage	Prelineage	Prelineage	0.999977244594106	10.0594269552541	3.50428414344788	-5.93371200561523
E5.43.3364	E5	Prelineage	Prelineage	Prelineage	0.998835563809876	10.0508409248998	3.3456506729126	-5.88666677474976
E5.43.3365	E5	Prelineage	Prelineage	Prelineage	0.989552716848633	10.0530430988558	3.63803362846375	-5.82577228546143
E5.6.360	E5	Prelineage	Prelineage	Prelineage	0.999737733122461	9.87036856760974	2.0992443561554	-5.3873405456543
E5.6.361	E5	Morula	Morula	Morula	0.997160584360764	7.05461385044163	-1.80585134029388	-7.38189125061035
E5.6.362	E5	Morula	Morula	Morula	0.978279689752392	6.48090938998579	-2.01107668876648	-7.32198619842529
E5.6.363	E5	Prelineage	Prelineage	Prelineage	0.999988340094953	9.81602867947028	1.74948501586914	-5.48957538604736
E5.6.364	E5	Prelineage	Prelineage	Prelineage	0.878269942267518	10.0027436227035	3.18394565582275	-5.18868827819824
